,photo_id,exif_camera_make,exif_camera_model,exif_iso,exif_focal_length,exif_aperture_value,exif_exposure_time,orientation,iso_noise_bin_label,iso_noise_label,DoF_bin,DoF,exposure_label,focal_label_bin,focal_label
333,7MMP0CHyl9o,DJI,FC6310,100,8.8,2.8,1/13,1,0,0,0,0,1,0,0
334,9BK7Yae7tTY,Lenovo,Lenovo A7010a48,100,3.7,2.2,1/120,1,0,0,0,0,1,0,0
335,ZhsYjreGsSE,Canon,Canon EOS 60D,400,31,4.5,1/2500,1,0,0,1,1,2,0,0
337,pO16AqrOa80,Canon,Canon PowerShot SX400 IS,400,96.9,5.6,1/25,1,0,0,1,1,1,1,2
338,YGrIw0NL_gs,Canon,Canon EOS 5D Mark II,100,17,22,1,1,0,0,1,2,0,0,0
339,77PT57uSbkQ,NIKON CORPORATION,NIKON D750,200,35,2,1/4000,1,0,0,0,0,2,0,0
340,2UJNFZViRIk,DJI,FC220,100,4.7,2.2,1/1600,1,0,0,0,0,2,0,0
342,Mbm0WnJ5emc,FUJIFILM,FinePix JX300,100,5,8,1/550,1,0,0,1,2,2,0,0
345,bhwtb3AIWXQ,NIKON CORPORATION,NIKON D3200,400,18,4.5,1/100,1,0,0,1,1,1,0,0
346,GtcsP-egN1c,FUJIFILM,X-A2,400,50,5.6,1/34,1,0,0,1,1,1,0,1
354,pbxwxwfI0B4,SONY,SLT-A58,800,55,5.6,1/500,1,1,1,1,1,2,0,1
357,F6S2PWVSiUE,FUJIFILM,X-T2,800,16,1.4,1/1000,1,1,1,0,0,2,0,0
359,hfxvkEzd_I0,Canon,Canon EOS 5D Mark III,500,35,5,1/80,1,1,1,1,1,1,0,0
360,zIKUDu2npEw,Canon,Canon EOS 5D Mark IV,500,70,2.8,1/8000,1,1,1,0,0,2,0,1
362,H_a57GKWIMI,Canon,Canon EOS 6D,2500,50,4,1/50,1,1,2,1,1,1,0,1
366,F2hf-bZq8Lo,NIKON CORPORATION,NIKON D810,200,15,2.8,1/400,1,0,0,0,0,2,0,0
368,YISKwWoqMXM,NIKON CORPORATION,NIKON D3200,100,35,1.8,1/640,1,0,0,0,0,2,0,0
370,QHNb9b9aWWU,Canon,Canon EOS-1D X Mark II,640,200,4,1/800,1,1,1,1,1,2,1,2
371,4ORoz9btfgI,NIKON CORPORATION,NIKON D750,50,24,22,6,1,0,0,1,2,0,0,0
372,hneAIGb01xQ,DJI,FC300S,400,3.6,2.8,1/160,1,0,0,0,0,1,0,0
373,88Kt5KHUe_8,SONY,ILCE-7M2,800,28,5.6,1/60,1,1,1,1,1,1,0,0
374,psSssJl50lg,Canon,Canon EOS 7D,800,213,5.6,1/1250,1,1,1,1,1,2,1,2
375,yX2V4hxo6Vs,Panasonic,DMC-LX100,2500,20.6,2.6,1/125,1,1,2,0,0,1,0,0
379,-BZc9Ee1qo0,SONY,ILCE-7M2,800,35,4,30,1,1,1,1,1,0,0,0
380,ipC1JLW7xms,Canon,Canon EOS 7D Mark II,640,58,6.3,1/80,1,1,1,1,2,1,0,1
381,zlGFO4rS4Yo,FUJIFILM,X-T1,1000,18,2,30,1,1,1,0,0,0,0,0
382,Y0yk9JkmDvE,Canon,Canon EOS 5D Mark III,5000,28,1.8,8,1,1,2,0,0,0,0,0
383,TvF_tbXRTV8,Canon,Canon EOS 6D,200,35,10,1/200,1,0,0,1,2,1,0,0
384,pWt3l_oy7iM,NIKON CORPORATION,NIKON D3300,100,200,11,1/125,1,0,0,1,2,1,1,2
386,QqRuDeIXb5I,Canon,Canon EOS Rebel T7i,400,50,1.8,1/1000,1,0,0,0,0,2,0,1
387,LP7VwL1MPDo,Canon,Canon EOS 6D Mark II,1600,24,4,30,1,1,1,1,1,0,0,0
390,3by7JGEnGxc,DJI,FC220,100,4.7,2.2,1/1600,1,0,0,0,0,2,0,0
391,gD9D5yWcz7E,OLYMPUS IMAGING CORP.,E-M5MarkII,200,12,5,1/60,1,0,0,1,1,1,0,0
392,DNKdpg0wCa4,FUJIFILM,X-T2,400,115.9,10,1/2000,1,0,0,1,2,2,1,2
394,elcikMY7DoY,Canon,Canon EOS 5D Mark II,100,28,9,1/320,1,0,0,1,2,2,0,0
395,cABs_SSYua0,Canon,Canon EOS 7D,2500,50,1.8,1/80,1,1,2,0,0,1,0,1
398,WKXG_8Ed5d0,Canon,Canon EOS 80D,100,50,1.8,1/1600,1,0,0,0,0,2,0,1
399,LuMUjyH8FfQ,Canon,Canon EOS REBEL T5,6400,18,3.5,25,1,1,2,0,1,0,0,0
400,ZUV1IgqvWlA,NIKON CORPORATION,NIKON D750,640,50,2,1/320,1,1,1,0,0,2,0,1
401,YcjuitSsPIw,DJI,FC300C,202,3.6,2.8,1/25,1,0,0,0,0,1,0,0
404,jxslQxviEJ0,FUJIFILM,X-T1,200,60,2.4,1/300,1,0,0,0,0,2,0,1
405,yb3hsmz4utg,NIKON CORPORATION,NIKON D7000,320,35,1.8,1/100,1,0,0,0,0,1,0,0
409,Btja2ka4R-k,Canon,Canon EOS 5D Mark II,800,16,10,1/400,1,1,1,1,2,2,0,0
416,uwq9fWZ4ThE,Canon,Canon EOS 6D,100,50,2,1/320,1,0,0,0,0,2,0,1
418,Lza9A9l3rRs,NIKON CORPORATION,NIKON D810,1250,500,4,1/3200,1,1,1,1,1,2,1,2
420,Av-CbYallAE,Panasonic,DMC-FZ300,800,20.9,2.8,1/125,1,1,1,0,0,1,0,0
421,eshEeI2pzi0,NIKON CORPORATION,NIKON D750,8000,24,2.8,20,1,1,2,0,0,0,0,0
424,NpQSAv29evU,Canon,Canon PowerShot S95,80,6,2,1/800,1,0,0,0,0,2,0,0
425,Ir1P6OhJJqA,FUJIFILM,X-T2,500,90,1,1/160,1,1,1,0,0,1,1,2
427,jSjgQmaQtVQ,Canon,Canon EOS 5D Mark III,400,50,4,1/1000,1,0,0,1,1,2,0,1
434,kvLBpUYjU80,NIKON CORPORATION,NIKON D610,800,24,2.8,20,1,1,1,0,0,0,0,0
437,DOkuHj2FxRM,SONY,ILCE-7SM2,1000,140,2.8,1/800,1,1,1,0,0,2,1,2
438,jlG3A34mvRE,DJI,FC220,275,4.7,2.2,1/25,1,0,0,0,0,1,0,0
442,hxhmflnl5d8,NIKON CORPORATION,NIKON D5300,160,50,4.8,1/750,1,0,0,1,1,2,0,1
443,CPIxSGoAKOQ,NIKON CORPORATION,NIKON D750,1250,90,4,1/200,1,1,1,1,1,1,1,2
444,sPGETxyXQ88,Canon,Canon EOS 70D,200,50,6.3,1/400,1,0,0,1,2,2,0,1
445,Yqljy-LwWQc,Canon,Canon EOS 7D,100,18,3.5,449,1,0,0,0,1,0,0,0
446,3wTkYP5fP3g,"RICOH IMAGING COMPANY, LTD.",PENTAX K-3,100,29,8,1/320,1,0,0,1,2,2,0,0
449,IZd81d-hZ3s,Canon,Canon EOS-1D X,200,400,4,1/1250,1,0,0,1,1,2,1,2
450,WRrGflm_Umo,SONY,DSLR-A850,400,300,5.6,1/80,1,0,0,1,1,1,1,2
451,ZVRuAo9viVs,Canon,Canon EOS Rebel T6,800,300,5.6,1/500,1,1,1,1,1,2,1,2
452,3ygQFZk58ys,Canon,Canon PowerShot G5 X,800,36.8,7.1,1/400,1,1,1,1,2,2,0,1
453,QBL4mmt4e6U,NIKON CORPORATION,NIKON D800E,6400,16,5,1/13,1,1,2,1,1,1,0,0
454,Rcvf6-n1gc8,Canon,Canon EOS 80D,6400,135,5.6,1/100,1,1,2,1,1,1,1,2
456,T3WsIW4QwDU,Nikon,NIKON D750,200,70,8,1/1250,1,0,0,1,2,2,0,1
460,FDGDNGqwAfU,DJI,FC220,100,4.7,2.2,1/640,1,0,0,0,0,2,0,0
461,jMyziwK8XOI,Canon,Canon EOS REBEL T5,100,30,1.4,1/320,1,0,0,0,0,2,0,0
462,q75IeWLT738,Canon,Canon EOS 7D,3200,17,4,30,1,1,2,1,1,0,0,0
463,gRr64-OCKy0,Canon,Canon EOS 60D,500,50,1.8,1/100,1,1,1,0,0,1,0,1
466,eDvcl8d1jnE,DJI,FC1102,100,4.5,2.6,1/800,1,0,0,0,0,2,0,0
467,xmO2tzc2eDA,Canon,Canon EOS 60D,100,52,5,1/100,1,0,0,1,1,1,0,1
469,S0c_wsCmlXE,NIKON CORPORATION,NIKON D810,64,24,11,151,1,0,0,1,2,0,0,0
470,NCq2PGvLWKM,Canon,Canon EOS 5D Mark IV,1600,35,6.3,1/60,1,1,1,1,2,1,0,0
471,w11m2Fy_FXY,NIKON CORPORATION,NIKON D3200,100,50,2.2,1/1250,1,0,0,0,0,2,0,1
472,2_mO5_qyevs,DJI,FC300X,400,3.6,2.8,1/160,1,0,0,0,0,1,0,0
473,4Y_bVu4j0cA,Panasonic,DC-GX9,200,30,2.8,1/500,1,0,0,0,0,2,0,0
480,VU0vy7rnBDg,Canon,Canon EOS 6D,200,50,2.2,1/4000,1,0,0,0,0,2,0,1
481,3ZKgqa8p2f4,Canon,EOS 5D Mark III,1600,50,2.8,1/500,1,1,1,0,0,2,0,1
487,5TpBhNBPAE8,NIKON CORPORATION,NIKON D810,64,240,5.3,1/1250,1,0,0,1,1,2,1,2
488,RMWO3QYvcEY,Canon,Canon EOS 5DS,500,70,4,1/5000,1,1,1,1,1,2,0,1
489,VCSk5E-I4tE,SONY,ILCE-7M2,1600,55,2.8,1/60,1,1,1,0,0,1,0,1
496,T52Iey5L3gk,Canon,Canon EOS 5D Mark IV,100,24,5,1/60,1,0,0,1,1,1,0,0
497,YF4qTRQ2E28,NIKON CORPORATION,NIKON D810,31,24,22,2.5,1,0,0,1,2,0,0,0
499,84HandHCrdw,FUJIFILM,X-T2,12800,400,5.6,0.5,1,1,2,1,1,0,1,2
500,n0gbxCVQ-wA,SONY,ILCE-7RM3,100,35,5,1/40,1,0,0,1,1,1,0,0
504,W4B39dbQo_U,NIKON CORPORATION,NIKON D3200,800,50,5,1/4000,1,1,1,1,1,2,0,1
508,uC21aXJ7yQs,NIKON CORPORATION,NIKON D3300,3200,18,3.5,20,1,1,2,0,1,0,0,0
516,5Id-tBbA3Ys,KONICA MINOLTA,DYNAX 5D,800,400,8,1/400,1,1,1,1,2,2,1,2
519,s8WyUW2jIyA,Canon,Canon EOS 5D Mark III,100,70,2.8,1/500,1,0,0,0,0,2,0,1
521,yATLTPMkPa0,NIKON CORPORATION,NIKON D750,1600,60,2.8,1/250,1,1,1,0,0,1,0,1
525,zGCbrmpbOgs,Canon,Canon EOS 6D,125,85,6.7,1/90,1,0,0,1,2,1,0,1
527,c-kCO7LWX2k,Canon,Canon EOS 5D Mark III,2500,50,1.8,1/200,1,1,2,0,0,1,0,1
528,9je_jDd48G8,Canon,Canon EOS 6D,100,17,11,1/320,1,0,0,1,2,2,0,0
530,t3HVjP4xNsg,Canon,Canon EOS-1D X Mark II,800,300,7.1,1/3200,1,1,1,1,2,2,1,2
531,KZC7BJo0Cl0,Canon,Canon EOS 400D DIGITAL,100,21,6.3,1/400,1,0,0,1,2,2,0,0
536,WecIqruEZfo,SONY,ILCE-6500,400,22,4,1/160,1,0,0,1,1,1,0,0
537,6DkEQoRUeQc,FUJIFILM,X-T1,320,218.7,7.1,1/500,1,0,0,1,2,2,1,2
539,SKr_5m_yTC0,Canon,Canon EOS 6D Mark II,200,24,14,8,1,0,0,1,2,0,0,0
542,4qKU0oXGOio,FUJIFILM,X-H1,200,34.5,4.3,1/1000,1,0,0,1,1,2,0,0
544,ER3C_Lv_NdA,DJI,FC220,100,4.7,2.2,1/900,1,0,0,0,0,2,0,0
545,0QZOCgk10w4,Canon,Canon EOS 5D Mark II,100,24,2.8,1/800,1,0,0,0,0,2,0,0
548,-UsvhirEIeI,LEICA CAMERA AG,LEICA X1,100,24,2.8,1/2000,1,0,0,0,0,2,0,0
550,HX66DQIezmc,SONY,ILCE-7M3,100,98,10,1/320,1,0,0,1,2,2,1,2
556,REeXDhZsWtY,Canon,Canon EOS 5D Mark III,1600,35,2,1/100,1,1,1,0,0,1,0,0
560,cVIh2tG7Rd8,NIKON CORPORATION,NIKON D3200,200,50,2.8,1/800,1,0,0,0,0,2,0,1
566,b1KUMfBOGdg,DJI,FC2103,100,4.5,2.8,1/30,1,0,0,0,0,1,0,0
568,JCUcCpptkz8,SONY,ILCE-7M2,6400,50,1.4,1/60,1,1,2,0,0,1,0,1
569,9_53Y1MqCV4,SONY,ILCE-7M3,100,25,8,6,1,0,0,1,2,0,0,0
570,W-6OVTrVoR0,Canon,Canon EOS REBEL T5,200,25,4,1/30,1,0,0,1,1,1,0,0
571,Gh6gW0NTE8s,DJI,FC220,100,4.7,2.2,1/1736,1,0,0,0,0,2,0,0
575,ZSNyhif9DdU,Canon,Canon EOS 7D Mark II,4000,100,20,1/1000,1,1,2,1,2,2,1,2
576,_3ASAiBuVhM,NIKON CORPORATION,NIKON D750,100,50,1.8,1/500,1,0,0,0,0,2,0,1
578,fbX8SlrR-gA,Canon,Canon EOS 7D,250,50,11,1/60,1,0,0,1,2,1,0,1
580,8bsvwFWVcvE,SONY,ILCE-6500,200,50,1.8,1/1600,1,0,0,0,0,2,0,1
581,QRdX9dO8poY,Canon,Canon EOS 1100D,100,43,11,1/320,1,0,0,1,2,2,0,1
585,JkLVPPwZtg8,Panasonic,DMC-FZ60,200,53.5,4,1/200,1,0,0,1,1,1,0,1
586,ZKE9vySEeoI,Canon,Canon EOS 7D Mark II,100,18,5.6,1/400,1,0,0,1,1,2,0,0
589,uaQI3BI8ZrA,Canon,Canon EOS 6D,640,85,6.7,1/90,1,1,1,1,2,1,0,1
595,BUP00jCFJAs,Canon,Canon EOS 700D,400,18,3.5,25,1,0,0,0,1,0,0,0
596,D2uldSzTibU,NIKON CORPORATION,NIKON D750,3200,105,4,1/40,1,1,2,1,1,1,1,2
597,-M0mQ88b2Zc,NIKON CORPORATION,NIKON D610,100,125,5.6,1/4000,1,0,0,1,1,2,1,2
598,l6qAfA84094,DJI,FC6310,800,8.8,4.5,1/80,1,1,1,1,1,1,0,0
603,lxbeHfdLQB8,NIKON CORPORATION,NIKON D5300,125,18,9,1/800,1,0,0,1,2,2,0,0
605,wj8ln29QWks,Canon,Canon EOS 70D,100,70,2.8,1/640,1,0,0,0,0,2,0,1
611,cbsoCwo44Y0,DJI,FC2103,200,4.5,2.8,1/30,1,0,0,0,0,1,0,0
613,BRY1Q8e07zo,Canon,Canon EOS REBEL T1i,100,50,6.3,1/1250,1,0,0,1,2,2,0,1
616,rnKqWvO80Y4,Canon,Canon EOS 77D,100,19,7.1,13,1,0,0,1,2,0,0,0
617,mP1JmEM5Jvs,NIKON CORPORATION,NIKON D5100,720,11,5.6,30,1,1,1,1,1,0,0,0
618,NdvwatMI8EQ,Canon,Canon EOS 700D,1600,133,4.5,2,1,1,1,1,1,0,1,2
619,QQcY5YPqG-M,NIKON CORPORATION,NIKON D850,160,50,2.8,1/60,1,0,0,0,0,1,0,1
620,Tx0MZO77lCs,sony,alpha 7s,800,20,1.7,13,1,1,1,0,0,0,0,0
621,SPoHKx9dOJM,Canon,Canon EOS 5D Mark III,640,50,7.1,1/125,1,1,1,1,2,1,0,1
622,c5Fm2UZwzBU,Canon,EOS 5D Mark IV,200,91,6.3,1/160,1,0,0,1,2,1,1,2
624,GK0sAWELI-I,NIKON,NIKON D750,200,17,8,1/160,1,0,0,1,2,1,0,0
626,Xb8-etU90Ko,Canon,Canon EOS-1D X,400,325,7.1,1/800,1,0,0,1,2,2,1,2
628,oROoBerFkCA,DJI,FC220,115,4.7,2.2,1/100,1,0,0,0,0,1,0,0
631,-kzGzUsE6kc,FUJIFILM,X-H1,2500,17.4,5,1/500,1,1,2,1,1,2,0,0
632,LgfyVnN-c40,SONY,ILCE-7,250,70,5.6,1/80,1,0,0,1,1,1,0,1
633,VxC-EsSTYtQ,DJI,FC220,100,4.7,2.2,1/3200,1,0,0,0,0,2,0,0
634,sYX3gNz2Ams,DJI,FC220,103,4.7,2.2,1/50,1,0,0,0,0,1,0,0
636,WdTf_3LLy4k,Panasonic,DC-GH5,400,43,1.2,1/200,1,0,0,0,0,1,0,1
637,qo-90E5WNUg,NIKON CORPORATION,NIKON D4S,100,50,1.8,1/1600,1,0,0,0,0,2,0,1
638,GVxJRsudSIU,SONY,SLT-A58,400,45,11,1/500,1,0,0,1,2,2,0,1
640,G_0dz7VPaic,Canon,Canon EOS 450D,800,70,2.8,4,1,1,1,0,0,0,0,1
641,bvQxbdjyRrg,SONY,ILCE-7RM2,50,50,1.8,1/6400,1,0,0,0,0,2,0,1
645,tPGDYGDVT-w,Canon,Canon EOS 750D,160,100,5.6,1/160,1,0,0,1,1,1,1,2
646,Ss7TNu1QEH8,Canon,Canon EOS 550D,200,300,8,1/125,1,0,0,1,2,1,1,2
647,5fDa0X-8z3w,NIKON CORPORATION,NIKON D5200,100,50,1.8,1/400,1,0,0,0,0,2,0,1
649,zdR-LzX6wj0,NIKON CORPORATION,NIKON Z 6,100,35,1.4,1/2500,1,0,0,0,0,2,0,0
650,5xXKOWWUu7I,SONY,ILCE-7RM3,640,119,4,1/1000,1,1,1,1,1,2,1,2
655,qb4s8PmzBo0,SONY,ILCE-7RM3,100,41,3.2,1/1000,1,0,0,0,1,2,0,1
656,DZujlgxCwXQ,DJI,FC220,100,4.7,2.2,1/800,1,0,0,0,0,2,0,0
659,aFECycgqgLI,Sony,E5603,149,4.6,2.2,1/50,1,0,0,0,0,1,0,0
671,oZzoDW61aoM,FUJIFILM,X-T20,200,50,4.5,1/2000,1,0,0,1,1,2,0,1
673,SowpP14j4vU,FUJIFILM,X100F,400,23,2.8,1/2000,1,0,0,0,0,2,0,0
678,D8R_txR_0PE,SONY,ILCE-7RM3,100,40,8,1/320,1,0,0,1,2,2,0,1
680,C8DsWqsrEAA,NIKON CORPORATION,NIKON D7000,100,45,4.5,1/400,1,0,0,1,1,2,0,1
682,KFeFkg_l45Y,FUJIFILM,X-T20,200,55,4,1/250,1,0,0,1,1,1,0,1
684,yKMl-xwSSmM,Canon,Canon EOS 700D,250,35,22,1/60,1,0,0,1,2,1,0,0
686,oUBAWnihnXM,SONY,ILCE-7,400,103,4,1/50,1,0,0,1,1,1,1,2
688,Mye8t_m1gac,Hasselblad,L1D-20c,400,10.3,5,1/120,1,0,0,1,1,1,0,0
689,kepMiJ7tmGs,NIKON CORPORATION,NIKON D7100,100,15,2.4,40.2,1,0,0,0,0,0,0,0
691,EeZueZwo_kE,NIKON CORPORATION,NIKON D3300,400,11,2.8,30,1,0,0,0,0,0,0,0
694,JP7R-PJ1JPY,Canon,Canon EOS 7D Mark II,500,50,1.8,1/8000,1,1,1,0,0,2,0,1
695,XxXaqVlBkOM,Canon,Canon EOS 200D,3200,18,3.5,13,1,1,2,0,1,0,0,0
697,0PkOD-soy_M,SONY,ILCE-7RM3,3200,30,2.8,1/10,1,1,2,0,0,1,0,0
698,GyI4XacdRaU,Apple,iPhone 7 Plus,32,4,1.8,1/33,1,0,0,0,0,1,0,0
703,pMO-sf6mjIs,DJI,FC2103,200,4.5,2.8,1/20,1,0,0,0,0,1,0,0
704,LochJVSdNLA,Canon,Canon EOS 6D,100,85,6.7,1/30,1,0,0,1,2,1,0,1
705,eL2AJgHbu-E,SONY,SLT-A77V,200,100,5.6,1/160,1,0,0,1,1,1,1,2
711,aexdWGJu7Gs,NIKON CORPORATION,NIKON D7000,100,10,9,1/320,1,0,0,1,2,2,0,0
714,i54owgDjXeY,SONY,ILCE-6000,640,21,4.5,1/30,1,1,1,1,1,1,0,0
715,DGTCVaFzvhM,Canon,Canon EOS 6D,100,34,4,1/160,1,0,0,1,1,1,0,0
716,jAMNrW6zmKo,Canon,Canon EOS 6D,100,50,1.8,1/1250,1,0,0,0,0,2,0,1
720,hp_54rTyjQw,NIKON CORPORATION,NIKON D750,50,35,1.4,1/200,1,0,0,0,0,1,0,0
724,xQSLtWJqJ14,SONY,ILCE-6000,100,24,1.8,1/125,1,0,0,0,0,1,0,0
727,0O4fhk7ZxAc,DJI,FC2204,100,4.4,2.8,1/400,1,0,0,0,0,2,0,0
728,ry101IF-axU,NIKON CORPORATION,NIKON D850,100,35,3.5,1/800,1,0,0,0,1,2,0,0
729,DmlNFRENGYQ,SONY,ILCE-7M3,1250,70,4,1/80,1,1,1,1,1,1,0,1
731,Vv4Kl5WIfKw,EASTMAN KODAK COMPANY,KODAK Z712 IS ZOOM DIGITAL CAMERA,64,57.7,4.5,1/60,1,0,0,1,1,1,0,1
733,TB666yXGV1g,SONY,ILCE-7RM3,100,16,8,1/200,1,0,0,1,2,1,0,0
736,Ynb1v7l3B_0,SONY,ILCE-9,100,170,5.6,1/160,1,0,0,1,1,1,1,2
738,bATGYGF8XK0,Canon,Canon EOS R,1600,24,4,20,1,1,1,1,1,0,0,0
740,Ff_cmjGYRI0,Canon,Canon EOS 1000D,400,50,2.2,1/250,1,0,0,0,0,1,0,1
741,CiZfdjwEH0Y,FUJIFILM,X-T2,400,35,1,1/32000,1,0,0,0,0,2,0,0
746,IOaNXOfPW6U,Apple,iPhone SE,25,4.2,2.2,1/167,1,0,0,0,0,1,0,0
749,OsNQITphjQQ,NIKON CORPORATION,NIKON D5300,100,35,4,1/500,1,0,0,1,1,2,0,0
750,sokB-0Di-NY,Canon,Canon EOS 1100D,400,50,2,1/60,1,0,0,0,0,1,0,1
751,gStfADPD4Uo,Canon,Canon EOS 5DS,320,400,5.6,0.5,1,0,0,1,1,0,1,2
753,oGrOhXJaHME,SONY,ILCE-6300,100,16,3.5,1/200,1,0,0,0,1,1,0,0
757,x-0VcjIWxVg,OLYMPUS IMAGING CORP.,E-M5,400,12,7.1,1/1000,1,0,0,1,2,2,0,0
758,Qkv2ozo7nps,Canon,Canon EOS 6D,100,100,4,1/250,1,0,0,1,1,1,1,2
759,WxymoaJpmSo,FUJIFILM,X-T3,320,35,1.4,1/110,1,0,0,0,0,1,0,0
760,tfjKJ_gN39E,NIKON CORPORATION,NIKON D610,500,300,5.6,1/200,1,1,1,1,1,1,1,2
763,vKobEPBoHKQ,NIKON CORPORATION,NIKON D5100,100,35,1.8,1/1600,1,0,0,0,0,2,0,0
765,sIncYQhigc4,NIKON CORPORATION,NIKON D7100,100,50,2.8,1/250,1,0,0,0,0,1,0,1
767,nt1KMuZb9DM,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,250,55,2.8,1/125,1,0,0,0,0,1,0,1
768,0WGucY1VHI0,Canon,Canon EOS 5DS,640,24,1.4,10,1,1,1,0,0,0,0,0
770,7g5juwG5jrQ,GoPro,HERO4 Black,173,3,2.8,1/120,1,0,0,0,0,1,0,0
772,Du53ZTq9ZrI,Canon,Canon EOS REBEL T5,400,27,13,1/125,1,0,0,1,2,1,0,0
776,droTbsEL2HA,Apple,iPhone X,25,6,2.4,1/120,1,0,0,0,0,1,0,0
777,ZzxaWk4vKuk,SONY,ILCE-6000,2500,210,6.3,1/400,1,1,2,1,2,2,1,2
778,DYeGEXrahW4,FUJIFILM,X100S,200,23,5.6,1/550,1,0,0,1,1,2,0,0
781,8IWeBlzZ_No,Canon,Canon EOS 6D,100,50,1.8,1/250,1,0,0,0,0,1,0,1
782,bN76Cu9dBNE,NIKON CORPORATION,NIKON D750,160,35,11,1/800,1,0,0,1,2,2,0,0
784,ceJnzvS6ktU,DJI,FC2204,100,4.4,2.8,1/800,1,0,0,0,0,2,0,0
786,qrBVjQd82w4,NIKON CORPORATION,NIKON D3300,200,55,13,1/500,1,0,0,1,2,2,0,1
787,mVdJaJDm_N4,Apple,iPhone 7,32,4,1.8,1/100,1,0,0,0,0,1,0,0
788,4wIY3oykWMo,Canon,Canon EOS 5D,200,50,1.8,1/320,1,0,0,0,0,2,0,1
789,6-qhtf3qEco,FUJIFILM,X-T3,200,35,1.4,1/52,1,0,0,0,0,1,0,0
791,lRDtBieDNF4,Canon,Canon EOS 6D,400,40,13,1/80,1,0,0,1,2,1,0,1
795,H6Vd-keym1I,Canon,Canon EOS 80D,100,600,11,1/125,1,0,0,1,2,1,1,2
796,BZGEYkIQBys,SONY,ILCE-7RM2,100,24,11,1/20,1,0,0,1,2,1,0,0
798,uPRCiDu-wrs,Canon,Canon EOS R,100,50,1.8,1/2000,1,0,0,0,0,2,0,1
801,tvH8ECkyQKI,NIKON CORPORATION,,1250,700,8,1/4000,1,1,1,1,2,2,1,2
802,qa5anXTJ9xY,NIKON CORPORATION,NIKON D750,320,24,4,1/30,1,0,0,1,1,1,0,0
804,mtPgR_6uAVY,NIKON CORPORATION,NIKON D3400,1600,29,4.5,1/40,1,1,1,1,1,1,0,0
806,cbEh1Lfpknw,NIKON CORPORATION,NIKON D5500,1100,10,22,1/80,1,1,1,1,2,1,0,0
808,AMuKRdPBuek,DJI,FC330,100,3.6,2.8,1/50,1,0,0,0,0,1,0,0
809,EG-Jh3JM1Po,DJI,FC220,165,4.7,2.2,1/100,1,0,0,0,0,1,0,0
810,FLqLRSZD2Uc,NIKON CORPORATION,NIKON D5100,100,105,13,1/320,1,0,0,1,2,2,1,2
811,eclvuzkPUQE,FUJIFILM,X-Pro1,400,148.5,4.5,1/60,1,0,0,1,1,1,1,2
814,uTaV0qkhpLM,Canon,Canon EOS 5D Mark III,100,50,2.8,1/3200,1,0,0,0,0,2,0,1
816,anE0V1ljPUI,Canon,Canon EOS 5D Mark III,400,50,11,1/800,1,0,0,1,2,2,0,1
817,AEt7z0kcekE,FUJIFILM,X-T20,200,23,7.1,1/50,1,0,0,1,2,1,0,0
819,TD83GYA8E64,Canon,Canon EOS 400D DIGITAL,200,40,11,1/250,1,0,0,1,2,1,0,1
820,i_Y3bly9cp4,Panasonic,DMC-GF3,640,45,4,1/100,1,1,1,1,1,1,0,1
821,Ew2FI_2T7Xc,Canon,Canon EOS 6D,250,85,1.8,1/1250,1,0,0,0,0,2,0,1
822,3suAHB4_Smo,Canon,Canon PowerShot G7 X,320,8.8,1.8,10,1,0,0,0,0,0,0,0
823,CMhxw3lgZ7M,NIKON CORPORATION,NIKON D800,320,24,16,1/500,1,0,0,1,2,2,0,0
826,QI76OafqTiA,OLYMPUS CORPORATION,E-M10 Mark III,200,14,6.3,1/200,1,0,0,1,2,1,0,0
827,bBK5MINgxCc,Canon,Canon EOS 6D,1000,24,2,1/320,1,1,1,0,0,2,0,0
828,bQQ_e7O84po,SONY,ILCE-7RM3,125,85,1.4,1/800,1,0,0,0,0,2,0,1
832,6BxAn7e_cSU,SONY,DSC-RX100,125,37.1,5.6,1/800,1,0,0,1,1,2,0,1
833,GBBa67P8tyo,Canon,Canon EOS 700D,1600,50,1.8,6,1,1,1,0,0,0,0,1
834,stLtvg_x2HQ,Canon,Canon PowerShot G15,125,12.6,3.5,1/80,1,0,0,0,1,1,0,0
836,2bS-ZVGcW1g,Canon,Canon EOS 600D,400,50,2.8,1/125,1,0,0,0,0,1,0,1
839,8Ja70K5VvoI,SONY,ILCE-6500,640,85,1.4,1/160,1,1,1,0,0,1,0,1
840,UNZZaAUlGzo,NIKON CORPORATION,NIKON D3,1000,35,1.4,1/250,1,1,1,0,0,1,0,0
842,GfxPQhdwPrc,Canon,Canon EOS 5DS,160,400,5.6,1/6400,1,0,0,1,1,2,1,2
844,Z0tYjoEPe0Y,FUJIFILM,X-T20,200,34,7.1,1/500,1,0,0,1,2,2,0,0
847,aBKcE-ZaqD4,SONY,NEX-7,100,107,16,1/100,1,0,0,1,2,1,1,2
852,ohw_fm-PQis,FUJIFILM,X-T2,4000,18,2.8,1/125,1,1,2,0,0,1,0,0
855,BRV1uuphRzc,Canon,Canon EOS 77D,1600,10,4.5,30,1,1,1,1,1,0,0,0
858,xSMkwnpLdgA,SONY,ILCE-7M2,1000,28,2,1/60,1,1,1,0,0,1,0,0
