photo_id,exif_camera_make,exif_camera_model,exif_iso,exif_focal_length,exif_aperture_value,exif_exposure_time,orientation,iso_noise_bin_label,iso_noise_label,DoF_bin,DoF,exposure_label,focal_label_bin,focal_label
Du5g-fwvcQc,NIKON CORPORATION,NIKON D3200,200,35,2,1/1250,0,0,0,0,0,2,0,0
kqBzDbiVV40,,,,,,,1,,,,,,,
9FDKj-FrfA4,Canon,Canon EOS REBEL T5,125,55,5.6,1/80,1,0,0,1,1,1,0,1
f9bkzNQyylg,Canon,Canon EOS 1200D,1600,55,5.6,1/2000,1,1,1,1,1,2,0,1
KMYCSLP8uiU,NIKON CORPORATION,NIKON D810,200,55,3.5,1/100,0,0,0,0,1,1,0,1
iyfjDcAr_2g,Canon,Canon EOS 5D Mark IV,250,85,13,1/500,1,0,0,1,2,2,0,1
R4lvbqy_r80,SONY,ILCE-7M2,80,85,8,1/50,1,0,0,1,2,1,0,1
KFnu4Y0uNJA,,,,,,,1,,,,,,,
6SeYtqSaGLI,SONY,ILCE-7R,100,234,5.6,1/250,1,0,0,1,1,1,1,2
FJc8DIDMGek,Canon,Canon EOS 5DS,100,29,2.8,1/8000,1,0,0,0,0,2,0,0
-Ndew-vyQis,Canon,Canon EOS Rebel T6,3200,18,5.6,1/4000,1,1,2,1,1,2,0,0
f0huI7_HjWw,,,,,,,0,,,,,,,
T1wpGZhvwUo,Canon,Canon EOS 7D Mark II,250,50,1.4,1/2000,1,0,0,0,0,2,0,1
UMftJn4b9yM,Canon,Canon EOS 500D,200,55,11,1/250,0,0,0,1,2,1,0,1
g58DqgOzCcM,NIKON CORPORATION,NIKON 1 V1,800,93.5,13,1/1250,1,1,1,1,2,2,1,2
nLNimOqmbpg,Canon,Canon EOS REBEL T5,100,75,5.6,1/200,1,0,0,1,1,1,0,1
2IITGgRhrQU,NIKON CORPORATION,NIKON D750,100,50,1.6,1/1250,1,0,0,0,0,2,0,1
PuhnmljHXJ8,Canon,Canon EOS 6D,2000,600,10,1/1000,1,1,2,1,2,2,1,2
lOaTye_A0GU,NIKON CORPORATION,NIKON D3300,100,50,1.8,1/1600,1,0,0,0,0,2,0,1
5RXGJ9DUI88,,,,,,,1,,,,,,,
9HDfRHhCxME,DJI,FC300X,100,3.6,2.8,1/120,1,0,0,0,0,1,0,0
sQgW0mQ1CY0,Canon,Canon EOS 6D,100,60,13,30,1,0,0,1,2,0,0,1
xO5EYYkBUHE,,,,,,,1,,,,,,,
U8hfWW6uRvk,SONY,ILCE-7M2,100,55,3.5,1/800,0,0,0,0,1,2,0,1
pesu5W2yXmQ,NIKON CORPORATION,NIKON D3200,100,50,1.8,1/640,0,0,0,0,0,2,0,1
tMHJUOKFLjU,FUJIFILM,X-T2,200,35,3.2,1/4000,1,0,0,0,1,2,0,0
sUO1FYKPsHw,SONY,ILCE-7,400,70,8,1/1000,1,0,0,1,2,2,0,1
QP64OlGcfcQ,SONY,ILCE-7M2,320,28,7.1,1/40,1,0,0,1,2,1,0,0
H2iEmRRERjU,,,,,,,1,,,,,,,
w2d6dMhVHR4,NIKON CORPORATION,NIKON D5100,720,300,9,1/1000,1,1,1,1,2,2,1,2
tu5JVdcsUus,DJI,FC300X,100,3.6,2.8,1/395,1,0,0,0,0,2,0,0
YH-jqAyDUaA,XIAOMI,HM1S,100,3.9,2.2,1/8800,1,0,0,0,0,2,0,0
IZdwSeYBoRk,NIKON CORPORATION,NIKON D3400,200,55,7.1,1/250,1,0,0,1,2,1,0,1
bx6FW6H4PGU,"FUJI PHOTO FILM CO., LTD.",SP-3000,,,,,1,,,,,,,
Hzeqkmuh8ZY,Canon,Canon PowerShot SX100 IS,80,14.4,3.5,1/250,1,0,0,0,1,1,0,0
5kP9M84AGUE,FUJIFILM,X-T1,250,56,2.5,1/2000,1,0,0,0,0,2,0,1
bEwKUiMvsLM,Canon,Canon EOS 5D Mark III,100,28,4.5,1/1000,0,0,0,1,1,2,0,0
TwIXMn7iNnw,Canon,Canon EOS REBEL T3,1250,85,5.6,15,1,1,1,1,1,0,0,1
xMMh-VFGL9M,Canon,Canon EOS 6D,100,50,4,1/1000,0,0,0,1,1,2,0,1
W03UoQoFsoM,,,,,,,1,,,,,,,
yDxzI-3IEMc,,,,,,,1,,,,,,,
MTuudC6RZ10,SONY,ILCE-6000,100,50,1.8,1/1000,1,0,0,0,0,2,0,1
pDGNBK9A0sk,FUJIFILM,X-T1,200,23,2,1/80,0,0,0,0,0,1,0,0
_C-ZxPF-BtQ,Canon,Canon EOS 6D,100,50,1.6,1/320,1,0,0,0,0,2,0,1
KWvhJuC3TSI,NIKON CORPORATION,NIKON D4S,100,50,2.2,1/1600,1,0,0,0,0,2,0,1
9mXl4DEA2QA,Canon,Canon EOS REBEL T3,100,50,5.6,1/100,1,0,0,1,1,1,0,1
2FqpN2CWCLo,NIKON CORPORATION,NIKON D5300,400,,,1/60,1,0,0,,,1,,
ugcMN98SYIk,Canon,Canon EOS 5D Mark II,100,200,2.8,1/8000,1,0,0,0,0,2,1,2
zMWfRUiFqq0,NIKON CORPORATION,NIKON D3200,200,34,7.1,1/200,1,0,0,1,2,1,0,0
KLR9T4OEgwA,NIKON CORPORATION,NIKON D810,125,105,5,1/640,1,0,0,1,1,2,1,2
ZnVqsY0Baj4,LEICA CAMERA AG,LEICA TL,100,28.1,9,1/320,1,0,0,1,2,2,0,0
U_BPsXzsHQQ,SONY,ILCE-7,400,33,9,30,1,0,0,1,2,0,0,0
HE5PT9HElGE,SONY,ILCE-7M2,200,,,1/60,1,0,0,,,1,,
y9zUTieUc-U,Canon,Canon EOS 5D Mark II,100,35,2.8,1/100,1,0,0,0,0,1,0,0
zNwFleFYTB0,FUJIFILM,X10,100,28.4,5.6,1/800,1,0,0,1,1,2,0,0
ajKHcwvii0I,Apple,iPhone 7 Plus,20,6.6,2.8,1/179,1,0,0,0,0,1,0,0
8m2VbT6QBF0,Canon,Canon EOS Rebel T6,100,55,5.6,1/60,1,0,0,1,1,1,0,1
TMikIBgzns4,Canon,Canon EOS REBEL T5,200,50,2.8,1/125,0,0,0,0,0,1,0,1
eJ2SnU81KnI,Canon,Canon EOS 7D,100,85,1.8,1/1250,0,0,0,0,0,2,0,1
TEriGq5ywYA,NIKON CORPORATION,NIKON D4,1250,16,2.8,8,1,1,1,0,0,0,0,0
V2wJBB2p7eU,,,,,,,1,,,,,,,
M1G9mFJaVkw,GoPro,HERO5 Black,1600,3,2.8,1/49,1,1,1,0,0,1,0,0
9ToO6t9la9g,FUJIFILM,FinePix JX300,100,22,5.8,1/320,1,0,0,1,2,2,0,0
7MMP0CHyl9o,DJI,FC6310,100,8.8,2.8,1/13,1,0,0,0,0,1,0,0
9BK7Yae7tTY,Lenovo,Lenovo A7010a48,100,3.7,2.2,1/120,1,0,0,0,0,1,0,0
ZhsYjreGsSE,Canon,Canon EOS 60D,400,31,4.5,1/2500,1,0,0,1,1,2,0,0
LKOAOAJZEbc,,,,,,,1,,,,,,,
pO16AqrOa80,Canon,Canon PowerShot SX400 IS,400,96.9,5.6,1/25,1,0,0,1,1,1,1,2
YGrIw0NL_gs,Canon,Canon EOS 5D Mark II,100,17,22,1,1,0,0,1,2,0,0,0
77PT57uSbkQ,NIKON CORPORATION,NIKON D750,200,35,2,1/4000,1,0,0,0,0,2,0,0
2UJNFZViRIk,DJI,FC220,100,4.7,2.2,1/1600,1,0,0,0,0,2,0,0
HHduE-PP8go,Canon,Canon EOS 5D Mark III,500,140,4,1/250,0,1,1,1,1,1,1,2
Mbm0WnJ5emc,FUJIFILM,FinePix JX300,100,5,8,1/550,1,0,0,1,2,2,0,0
fBkkiSWvnmM,Canon,Canon EOS 80D,3200,,,25,1,1,2,,,0,,
eKCeVOfw4J8,,,,,,,1,,,,,,,
bhwtb3AIWXQ,NIKON CORPORATION,NIKON D3200,400,18,4.5,1/100,1,0,0,1,1,1,0,0
GtcsP-egN1c,FUJIFILM,X-A2,400,50,5.6,1/34,1,0,0,1,1,1,0,1
HhmCIJTLuGY,Canon,Canon EOS 6D,200,28,4,2,0,0,0,1,1,0,0,0
F8NIC0FAEgc,,,,,,,1,,,,,,,
8XFwrqj0Wtg,DJI,FC6310,100,8.8,2.8,1/800,0,0,0,0,0,2,0,0
KRVmB7wraZ4,Canon,Canon EOS 6D,3200,,,30,1,1,2,,,0,,
Fztf-d-JoaI,SONY,ILCE-7RM2,1000,,,30,1,1,1,,,0,,
zIrrF7Bx3pQ,SONY,ILCE-6300,800,,,20,0,1,1,,,0,,
QyfSWUp7ReM,,,,,,,1,,,,,,,
pbxwxwfI0B4,SONY,SLT-A58,800,55,5.6,1/500,1,1,1,1,1,2,0,1
6J_qm8DJWnY,,,,,,,0,,,,,,,
UF0WlFvPvrk,,,,,,,1,,,,,,,
F6S2PWVSiUE,FUJIFILM,X-T2,800,16,1.4,1/1000,1,1,1,0,0,2,0,0
U_gVev6vaok,SONY,ILCE-7M2,640,55,3.5,1/125,0,1,1,0,1,1,0,1
hfxvkEzd_I0,Canon,Canon EOS 5D Mark III,500,35,5,1/80,1,1,1,1,1,1,0,0
zIKUDu2npEw,Canon,Canon EOS 5D Mark IV,500,70,2.8,1/8000,1,1,1,0,0,2,0,1
lCWVtSagxOs,Apple,iPhone 6,40,4.2,2.2,1/50,0,0,0,0,0,1,0,0
H_a57GKWIMI,Canon,Canon EOS 6D,2500,50,4,1/50,1,1,2,1,1,1,0,1
tYQoo65Rw2o,SONY,ILCE-6300,1600,,,15,1,1,1,,,0,,
nuMmwfyPOUw,NIKON CORPORATION,NIKON D750,1000,0,,1/100,1,1,1,,,1,,
kkJuQhp9Kw0,,,,,,,0,,,,,,,
F2hf-bZq8Lo,NIKON CORPORATION,NIKON D810,200,15,2.8,1/400,1,0,0,0,0,2,0,0
j7MM0yRLglw,Canon,Canon EOS 6D,800,20,1.4,30,0,1,1,0,0,0,0,0
YISKwWoqMXM,NIKON CORPORATION,NIKON D3200,100,35,1.8,1/640,1,0,0,0,0,2,0,0
rC2UStRbYCg,,,,,,,1,,,,,,,
QHNb9b9aWWU,Canon,Canon EOS-1D X Mark II,640,200,4,1/800,1,1,1,1,1,2,1,2
4ORoz9btfgI,NIKON CORPORATION,NIKON D750,50,24,22,6,1,0,0,1,2,0,0,0
hneAIGb01xQ,DJI,FC300S,400,3.6,2.8,1/160,1,0,0,0,0,1,0,0
88Kt5KHUe_8,SONY,ILCE-7M2,800,28,5.6,1/60,1,1,1,1,1,1,0,0
psSssJl50lg,Canon,Canon EOS 7D,800,213,5.6,1/1250,1,1,1,1,1,2,1,2
yX2V4hxo6Vs,Panasonic,DMC-LX100,2500,20.6,2.6,1/125,1,1,2,0,0,1,0,0
ai5VAG9UOUM,Go Pro,3 HERO,,,,,0,,,,,,,
dLY1k-VeY7Q,,,,,,,0,,,,,,,
mFbrMEVKCkc,Apple,iPhone 6s,25,4.2,2.2,1/1183,0,0,0,0,0,2,0,0
-BZc9Ee1qo0,SONY,ILCE-7M2,800,35,4,30,1,1,1,1,1,0,0,0
ipC1JLW7xms,Canon,Canon EOS 7D Mark II,640,58,6.3,1/80,1,1,1,1,2,1,0,1
zlGFO4rS4Yo,FUJIFILM,X-T1,1000,18,2,30,1,1,1,0,0,0,0,0
Y0yk9JkmDvE,Canon,Canon EOS 5D Mark III,5000,28,1.8,8,1,1,2,0,0,0,0,0
TvF_tbXRTV8,Canon,Canon EOS 6D,200,35,10,1/200,1,0,0,1,2,1,0,0
pWt3l_oy7iM,NIKON CORPORATION,NIKON D3300,100,200,11,1/125,1,0,0,1,2,1,1,2
ygCOdo61k3E,,,,,,,1,,,,,,,
QqRuDeIXb5I,Canon,Canon EOS Rebel T7i,400,50,1.8,1/1000,1,0,0,0,0,2,0,1
LP7VwL1MPDo,Canon,Canon EOS 6D Mark II,1600,24,4,30,1,1,1,1,1,0,0,0
4_Bc9CSm70A,,,,,,,1,,,,,,,
SHcHVFhz7-M,Canon,Canon EOS 6D,6400,28,7.1,30,0,1,2,1,2,0,0,0
3by7JGEnGxc,DJI,FC220,100,4.7,2.2,1/1600,1,0,0,0,0,2,0,0
gD9D5yWcz7E,OLYMPUS IMAGING CORP.,E-M5MarkII,200,12,5,1/60,1,0,0,1,1,1,0,0
DNKdpg0wCa4,FUJIFILM,X-T2,400,115.9,10,1/2000,1,0,0,1,2,2,1,2
WMLH0gatK50,SONY,ILCE-6000,200,21,4,1/800,0,0,0,1,1,2,0,0
elcikMY7DoY,Canon,Canon EOS 5D Mark II,100,28,9,1/320,1,0,0,1,2,2,0,0
cABs_SSYua0,Canon,Canon EOS 7D,2500,50,1.8,1/80,1,1,2,0,0,1,0,1
wWtOyQJYtG4,Apple,iPhone,,,,,1,,,,,,,
zNv1vwEShic,NIKON CORPORATION,NIKON D4S,800,195,2.8,1/6400,0,1,1,0,0,2,1,2
WKXG_8Ed5d0,Canon,Canon EOS 80D,100,50,1.8,1/1600,1,0,0,0,0,2,0,1
LuMUjyH8FfQ,Canon,Canon EOS REBEL T5,6400,18,3.5,25,1,1,2,0,1,0,0,0
ZUV1IgqvWlA,NIKON CORPORATION,NIKON D750,640,50,2,1/320,1,1,1,0,0,2,0,1
YcjuitSsPIw,DJI,FC300C,202,3.6,2.8,1/25,1,0,0,0,0,1,0,0
V0YbWqOCsd4,FUJIFILM,X-T2,200,48.4,5.6,1/400,0,0,0,1,1,2,0,1
LYK3ksSQyeo,Canon,Canon EOS 5D Mark IV,100,104,4,1/125,0,0,0,1,1,1,1,2
jxslQxviEJ0,FUJIFILM,X-T1,200,60,2.4,1/300,1,0,0,0,0,2,0,1
yb3hsmz4utg,NIKON CORPORATION,NIKON D7000,320,35,1.8,1/100,1,0,0,0,0,1,0,0
1HmtbpxZ5aI,Canon,Canon EOS 70D,200,16,9,1/125,0,0,0,1,2,1,0,0
npwjNTG_SQA,,,,,,,1,,,,,,,
Pd3k4UDryf8,,,,,,,0,,,,,,,
Btja2ka4R-k,Canon,Canon EOS 5D Mark II,800,16,10,1/400,1,1,1,1,2,2,0,0
ewgeSo_WYYE,SONY,ILCE-6000,100,,,1/640,1,0,0,,,2,,
cokIcMulPJA,,,,,,,1,,,,,,,
nvm0MQU6iEU,,,,,,,0,,,,,,,
BQolqSUXExk,NIKON CORPORATION,NIKON D750,100,50,1.4,1/100,0,0,0,0,0,1,0,1
wA-dbT3FJnE,,,,,,,0,,,,,,,
9D3swqmEFjk,,,,,,,0,,,,,,,
uwq9fWZ4ThE,Canon,Canon EOS 6D,100,50,2,1/320,1,0,0,0,0,2,0,1
hcfyt4OHHgY,,,,,,,1,,,,,,,
Lza9A9l3rRs,NIKON CORPORATION,NIKON D810,1250,500,4,1/3200,1,1,1,1,1,2,1,2
F-jesbuPaeg,,,,,,,0,,,,,,,
Av-CbYallAE,Panasonic,DMC-FZ300,800,20.9,2.8,1/125,1,1,1,0,0,1,0,0
eshEeI2pzi0,NIKON CORPORATION,NIKON D750,8000,24,2.8,20,1,1,2,0,0,0,0,0
oyTN8p5KawA,,,,,,,0,,,,,,,
GfZXZqWJj1c,NIKON CORPORATION,NIKON D750,100,70,7.1,1/30,0,0,0,1,2,1,0,1
NpQSAv29evU,Canon,Canon PowerShot S95,80,6,2,1/800,1,0,0,0,0,2,0,0
Ir1P6OhJJqA,FUJIFILM,X-T2,500,90,1,1/160,1,1,1,0,0,1,1,2
fh2JefbNlII,Canon,Canon EOS 70D,800,50,6.3,1/3200,0,1,1,1,2,2,0,1
jSjgQmaQtVQ,Canon,Canon EOS 5D Mark III,400,50,4,1/1000,1,0,0,1,1,2,0,1
iMPND6oFrLo,Canon,Canon EOS 5D Mark III,50,50,1.8,1/200,0,0,0,0,0,1,0,1
0Act4VHAn1U,Canon,Canon EOS 80D,5000,17,4,1/1250,0,1,2,1,1,2,0,0
VIcTzkzNZR8,NIKON CORPORATION,NIKON D3400,1100,280,6.3,1/400,0,1,1,1,2,2,1,2
9J1fWKaWtjU,DJI,FC220,100,4.7,2.2,1/4000,0,0,0,0,0,2,0,0
GMsu5-mw7Bs,,,,,,,0,,,,,,,
En7oa07OXTo,SONY,ILCA-68,100,0,,1/125,0,0,0,,,1,,
kvLBpUYjU80,NIKON CORPORATION,NIKON D610,800,24,2.8,20,1,1,1,0,0,0,0,0
WBOXY5oyoKg,Panasonic,DMC-G7,200,42,9,1/400,0,0,0,1,2,2,0,1
pvN2u4wDsZI,Canon,Canon EOS REBEL SL1,1600,50,1.8,1/80,0,1,1,0,0,1,0,1
DOkuHj2FxRM,SONY,ILCE-7SM2,1000,140,2.8,1/800,1,1,1,0,0,2,1,2
jlG3A34mvRE,DJI,FC220,275,4.7,2.2,1/25,1,0,0,0,0,1,0,0
eQ_icBB_jFk,Canon,Canon EOS 70D,,135,5.6,,1,,,1,1,,1,2
ZUMtJb6XbhE,,,,,,,1,,,,,,,
DN_yjgCAShE,Canon,Canon EOS 5D Mark II,100,47,7.1,1/100,0,0,0,1,2,1,0,1
hxhmflnl5d8,NIKON CORPORATION,NIKON D5300,160,50,4.8,1/750,1,0,0,1,1,2,0,1
CPIxSGoAKOQ,NIKON CORPORATION,NIKON D750,1250,90,4,1/200,1,1,1,1,1,1,1,2
sPGETxyXQ88,Canon,Canon EOS 70D,200,50,6.3,1/400,1,0,0,1,2,2,0,1
Yqljy-LwWQc,Canon,Canon EOS 7D,100,18,3.5,449,1,0,0,0,1,0,0,0
3wTkYP5fP3g,"RICOH IMAGING COMPANY, LTD.",PENTAX K-3,100,29,8,1/320,1,0,0,1,2,2,0,0
VBBGigIuaDY,,,,,,,0,,,,,,,
8G85qt-OmK0,Canon,Canon EOS 5D Mark IV,125,200,2.8,1/500,0,0,0,0,0,2,1,2
IZd81d-hZ3s,Canon,Canon EOS-1D X,200,400,4,1/1250,1,0,0,1,1,2,1,2
WRrGflm_Umo,SONY,DSLR-A850,400,300,5.6,1/80,1,0,0,1,1,1,1,2
ZVRuAo9viVs,Canon,Canon EOS Rebel T6,800,300,5.6,1/500,1,1,1,1,1,2,1,2
3ygQFZk58ys,Canon,Canon PowerShot G5 X,800,36.8,7.1,1/400,1,1,1,1,2,2,0,1
QBL4mmt4e6U,NIKON CORPORATION,NIKON D800E,6400,16,5,1/13,1,1,2,1,1,1,0,0
Rcvf6-n1gc8,Canon,Canon EOS 80D,6400,135,5.6,1/100,1,1,2,1,1,1,1,2
FavFCFuToYs,Apple,iPhone X,20,4,1.8,1/1715,0,0,0,0,0,2,0,0
T3WsIW4QwDU,Nikon,NIKON D750,200,70,8,1/1250,1,0,0,1,2,2,0,1
kq5qq5_mEv4,,,,,,,0,,,,,,,
BHuC9BoigOU,NIKON CORPORATION,NIKON D3200,400,35,2.8,1/400,0,0,0,0,0,2,0,0
ZJJnafokhsQ,NIKON CORPORATION,NIKON D750,640,24,2.8,151,0,1,1,0,0,0,0,0
FDGDNGqwAfU,DJI,FC220,100,4.7,2.2,1/640,1,0,0,0,0,2,0,0
jMyziwK8XOI,Canon,Canon EOS REBEL T5,100,30,1.4,1/320,1,0,0,0,0,2,0,0
q75IeWLT738,Canon,Canon EOS 7D,3200,17,4,30,1,1,2,1,1,0,0,0
gRr64-OCKy0,Canon,Canon EOS 60D,500,50,1.8,1/100,1,1,1,0,0,1,0,1
VNRChSb55s8,FUJIFILM,X-T2,100,35,8,0.5,0,0,0,1,2,0,0,0
URnWOJX8wW4,Canon,Canon EOS 6D,800,50,1.6,1/80,0,1,1,0,0,1,0,1
eDvcl8d1jnE,DJI,FC1102,100,4.5,2.6,1/800,1,0,0,0,0,2,0,0
xmO2tzc2eDA,Canon,Canon EOS 60D,100,52,5,1/100,1,0,0,1,1,1,0,1
lpddCskeg4A,Canon,Canon EOS 6D,100,105,8,1/400,0,0,0,1,2,2,1,2
S0c_wsCmlXE,NIKON CORPORATION,NIKON D810,64,24,11,151,1,0,0,1,2,0,0,0
NCq2PGvLWKM,Canon,Canon EOS 5D Mark IV,1600,35,6.3,1/60,1,1,1,1,2,1,0,0
w11m2Fy_FXY,NIKON CORPORATION,NIKON D3200,100,50,2.2,1/1250,1,0,0,0,0,2,0,1
2_mO5_qyevs,DJI,FC300X,400,3.6,2.8,1/160,1,0,0,0,0,1,0,0
4Y_bVu4j0cA,Panasonic,DC-GX9,200,30,2.8,1/500,1,0,0,0,0,2,0,0
ZBAE8NAyApw,Canon,Canon EOS 70D,160,35,4,1/750,0,0,0,1,1,2,0,0
WKKG5oYx3qA,Canon,EOS 6D,,,,,1,,,,,,,
hAw0XnvMgns,Sony,,,,,,1,,,,,,,
SE4jDznVwRg,Canon,Canon EOS 6D,400,17,8,1/60,0,0,0,1,2,1,0,0
BeDY9KuP0sI,FUJIFILM,X-T2,200,90,2,1/100,0,0,0,0,0,1,1,2
bFRkux6F2Pc,,,,,,,0,,,,,,,
VU0vy7rnBDg,Canon,Canon EOS 6D,200,50,2.2,1/4000,1,0,0,0,0,2,0,1
3ZKgqa8p2f4,Canon,EOS 5D Mark III,1600,50,2.8,1/500,1,1,1,0,0,2,0,1
OxbuqhIxtOg,SONY,ILCE-7RM3,100,85,1.4,1/1250,0,0,0,0,0,2,0,1
eEnF1u-xupM,,,,,,,0,,,,,,,
YK8Mvocj6yE,,,,,,,1,,,,,,,
PBbHhOAYvEM,Apple,iPhone,,,,,0,,,,,,,
YtwIas3Bnjw,SONY,ILCE-7RM3,100,400,5.6,1/800,0,0,0,1,1,2,1,2
5TpBhNBPAE8,NIKON CORPORATION,NIKON D810,64,240,5.3,1/1250,1,0,0,1,1,2,1,2
RMWO3QYvcEY,Canon,Canon EOS 5DS,500,70,4,1/5000,1,1,1,1,1,2,0,1
VCSk5E-I4tE,SONY,ILCE-7M2,1600,55,2.8,1/60,1,1,1,0,0,1,0,1
-tXcEuihgzE,,,,,,,1,,,,,,,
oH_ms8DfItI,SONY,ILCE-7RM3,100,85,1.4,1/3200,0,0,0,0,0,2,0,1
i7qnaWkt6iA,Canon,Canon EOS 1300D,100,147,8,1/10,0,0,0,1,2,1,1,2
gOc3VRa-eas,SONY,DSC-RX100M4,125,25.3,4,1/400,0,0,0,1,1,2,0,0
4IP4cPyyzRU,Canon,Canon EOS 7D,1600,50,1.8,1/160,0,1,1,0,0,1,0,1
bVwe2yS6Dsk,Canon,Canon EOS 5D Mark III,400,,,1/80,1,0,0,,,1,,
T52Iey5L3gk,Canon,Canon EOS 5D Mark IV,100,24,5,1/60,1,0,0,1,1,1,0,0
YF4qTRQ2E28,NIKON CORPORATION,NIKON D810,31,24,22,2.5,1,0,0,1,2,0,0,0
hQTa-4sCanA,Canon,Canon EOS REBEL T5i,100,,,1/500,0,0,0,,,2,,
84HandHCrdw,FUJIFILM,X-T2,12800,400,5.6,0.5,1,1,2,1,1,0,1,2
n0gbxCVQ-wA,SONY,ILCE-7RM3,100,35,5,1/40,1,0,0,1,1,1,0,0
ikU9mkrCAdQ,Canon,Canon EOS 5D Mark IV,640,38,10,1/1250,0,1,1,1,2,2,0,1
XyqwK1vvCDE,Ricoh,Pentax K-1,1600,43,2,750,0,1,1,0,0,0,0,1
J7424lT_e-A,Canon,Canon EOS 800D,800,50,1.8,1/400,0,1,1,0,0,2,0,1
W4B39dbQo_U,NIKON CORPORATION,NIKON D3200,800,50,5,1/4000,1,1,1,1,1,2,0,1
ex7j-sLCJL8,Canon,Canon EOS 5D Mark III,4000,,,30,1,1,2,,,0,,
7CwF-4IbqBo,Canon,Canon EOS 5D Mark IV,400,40,4,1/200,0,0,0,1,1,1,0,1
7RDsNSudv0U,Apple,iPhone 5,50,4.1,2.4,1/1323,0,0,0,0,0,2,0,0
uC21aXJ7yQs,NIKON CORPORATION,NIKON D3300,3200,18,3.5,20,1,1,2,0,1,0,0,0
xbeg3GcblgM,NIKON CORPORATION,NIKON D750,100,70,4,1/400,0,0,0,1,1,2,0,1
XTIUBbxuBoo,SONY,ILCE-7RM2,100,85,5,1/1250,0,0,0,1,1,2,0,1
w-LpijUp8yw,Canon,Canon EOS 7D,100,32,16,1/100,0,0,0,1,2,1,0,0
IgRQVZq7E3M,,,,,,,0,,,,,,,
9CjgeMAM2SI,FUJIFILM,X-T20,200,24.3,5.6,1/640,0,0,0,1,1,2,0,0
l3GaHpldUs8,Google,Pixel 2 XL,90,4.5,1.8,1/1500,0,0,0,0,0,2,0,0
7UFvf-r8P0I,Canon,Canon EOS 80D,100,24,2.8,1/640,0,0,0,0,0,2,0,0
5Id-tBbA3Ys,KONICA MINOLTA,DYNAX 5D,800,400,8,1/400,1,1,1,1,2,2,1,2
Fox_fDW_36A,Canon,Canon EOS 5D Mark IV,1000,70,4,1/320,0,1,1,1,1,2,0,1
XWInxudi0JM,Canon,Canon EOS 6D,100,85,5.6,1/500,0,0,0,1,1,2,0,1
s8WyUW2jIyA,Canon,Canon EOS 5D Mark III,100,70,2.8,1/500,1,0,0,0,0,2,0,1
0BVBTXuh2tA,Google,Pixel 2,59,4.4,1.8,1/5800,0,0,0,0,0,2,0,0
yATLTPMkPa0,NIKON CORPORATION,NIKON D750,1600,60,2.8,1/250,1,1,1,0,0,1,0,1
hixInNwUURE,,,,,,,0,,,,,,,
v1Mxj6AD-FE,Canon,Canon EOS 6D,100,85,5.6,1/1000,0,0,0,1,1,2,0,1
FKKMDuOT57k,NIKON CORPORATION,NIKON D7100,100,50,3.2,1/2000,0,0,0,0,1,2,0,1
zGCbrmpbOgs,Canon,Canon EOS 6D,125,85,6.7,1/90,1,0,0,1,2,1,0,1
6Gf1U9KEaZc,,,,,,,1,,,,,,,
c-kCO7LWX2k,Canon,Canon EOS 5D Mark III,2500,50,1.8,1/200,1,1,2,0,0,1,0,1
9je_jDd48G8,Canon,Canon EOS 6D,100,17,11,1/320,1,0,0,1,2,2,0,0
oakCf0sQT18,Canon,Canon PowerShot G5 X,640,36.8,10,1/500,0,1,1,1,2,2,0,1
t3HVjP4xNsg,Canon,Canon EOS-1D X Mark II,800,300,7.1,1/3200,1,1,1,1,2,2,1,2
KZC7BJo0Cl0,Canon,Canon EOS 400D DIGITAL,100,21,6.3,1/400,1,0,0,1,2,2,0,0
zH3lXIVgpRM,Panasonic,DC-G9,100,14,2.5,1/640,0,0,0,0,0,2,0,0
iAGWGrTz8Ds,,,,,,,1,,,,,,,
dtWVBGY5PS0,Canon,Canon EOS 5D Mark III,100,70,11,24,0,0,0,1,2,0,0,1
L6dbA1JxjKQ,Canon,350d,,,,,1,,,,,,,
WecIqruEZfo,SONY,ILCE-6500,400,22,4,1/160,1,0,0,1,1,1,0,0
6DkEQoRUeQc,FUJIFILM,X-T1,320,218.7,7.1,1/500,1,0,0,1,2,2,1,2
-xLy69vFazs,Canon ,6D Mark II,160,56,2.8,1/1000,0,0,0,0,0,2,0,1
SKr_5m_yTC0,Canon,Canon EOS 6D Mark II,200,24,14,8,1,0,0,1,2,0,0,0
pZdi_8Zz75c,NIKON CORPORATION,NIKON D7000,400,50,2.8,1/60,0,0,0,0,0,1,0,1
x5MPo4MeIrA,,,,,,,1,,,,,,,
4qKU0oXGOio,FUJIFILM,X-H1,200,34.5,4.3,1/1000,1,0,0,1,1,2,0,0
SdAiz5q0KV4,Canon,Canon EOS 5D Mark IV,2500,15,2.8,10,0,1,2,0,0,0,0,0
ER3C_Lv_NdA,DJI,FC220,100,4.7,2.2,1/900,1,0,0,0,0,2,0,0
0QZOCgk10w4,Canon,Canon EOS 5D Mark II,100,24,2.8,1/800,1,0,0,0,0,2,0,0
rguj49-IEnQ,SONY,ILCE-7RM3,100,55,4,1/3200,0,0,0,1,1,2,0,1
sdNuc7D1dcU,NIKON CORPORATION,D7100,,,,,0,,,,,,,
-UsvhirEIeI,LEICA CAMERA AG,LEICA X1,100,24,2.8,1/2000,1,0,0,0,0,2,0,0
